@relation 'Toto Winning Numbers-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last'

@attribute Draw numeric
@attribute Date numeric
@attribute 'Winning Number 1' numeric
@attribute 'Winning Number 2' numeric
@attribute 'Winning Number 3' numeric
@attribute 'Winning Number 4' numeric
@attribute 'Winning Number 5' numeric
@attribute 'Winning Number 6' numeric
@attribute 'Additional Number ' numeric
@attribute 'From Last' numeric
@attribute Odd numeric
@attribute Even numeric
@attribute ' 1-10' numeric
@attribute ' 11-20' numeric
@attribute ' 21-30' numeric
@attribute ' 31-40' numeric
@attribute ' 41-50' numeric
@attribute 'Division 1 Winners' numeric
@attribute 'Division 1 Prize' numeric
@attribute 'Division 2 Winners' numeric
@attribute 'Division 2 Prize' numeric
@attribute 'Division 3 Winners' numeric
@attribute 'Division 3 Prize' numeric
@attribute 'Division 4 Winners' numeric
@attribute 'Division 4 Prize' numeric
@attribute 'Division 5 Winners' numeric
@attribute 'Division 5 Prize' numeric
@attribute 'Division 6 Winners' numeric
@attribute 'Division 6 Prize' numeric
@attribute 'Division 7 Winners' numeric
@attribute 'Division 7 Prize' numeric

@data
8,157,0,0,4,5,6,8,3,?,3,6,4,1,1,1,2,0,0,0,0,0,6,0,4,0,9,0,9,0,10
8,158,2,2,2,3,3,6,3,?,4,4,2,3,3,1,0,2,1,0,0,1,2,1,1,1,9,1,9,1,10
8,159,2,2,2,5,6,9,7,?,3,6,2,3,1,1,2,0,0,0,0,0,4,0,4,0,9,0,9,0,10
8,160,0,4,5,6,7,8,7,64,6,3,2,1,1,3,2,0,0,0,0,0,5,0,4,0,9,0,9,0,10
8,161,0,9,8,9,9,9,7,15,4,4,2,0,0,3,7,0,2,0,0,0,3,0,5,0,9,0,9,0,10
8,162,2,2,5,7,7,9,2,?,4,4,2,1,1,3,2,0,0,0,0,0,4,0,5,0,9,0,9,0,10
8,163,0,1,1,3,8,9,5,65,6,3,4,3,0,0,4,0,0,0,3,0,3,0,3,0,9,0,9,0,10
8,164,2,6,6,5,6,6,4,66,3,6,0,1,5,3,0,0,0,0,0,0,5,0,5,0,9,0,9,0,10
8,165,2,2,1,1,2,3,2,?,6,3,4,5,1,0,0,1,1,0,0,1,0,1,0,1,9,1,9,0,10
8,166,3,6,6,6,9,9,1,67,3,6,0,1,3,1,4,0,0,0,0,0,6,0,5,0,9,0,9,0,10
8,167,0,2,2,8,8,9,6,?,3,6,4,1,0,1,4,1,0,0,0,1,0,0,3,0,9,0,9,0,10
8,168,0,0,0,1,2,5,8,32,4,4,7,1,1,1,0,0,0,0,2,0,2,0,3,1,9,0,9,0,10
8,169,1,2,2,2,7,8,0,68,4,4,4,3,0,1,2,0,0,0,0,0,3,0,3,0,9,0,9,0,10
8,170,1,2,1,3,3,9,2,?,4,4,4,1,3,0,2,0,0,0,3,0,2,0,2,0,9,0,9,0,10
8,171,1,3,5,6,8,8,9,?,4,4,2,1,1,1,4,0,0,0,0,0,6,0,6,0,9,0,9,0,10
8,172,0,8,8,8,9,9,5,?,3,6,2,0,0,5,4,0,0,0,6,0,6,0,7,0,9,0,9,0,10
8,173,3,3,3,3,4,6,5,?,4,4,0,7,1,1,0,0,0,0,0,0,4,0,3,0,9,0,9,0,10
8,174,0,0,1,3,6,7,0,?,8,1,7,1,0,3,0,1,0,0,0,1,0,1,0,0,9,0,9,0,10
8,175,0,2,2,2,4,8,7,2,6,3,2,5,1,0,2,0,0,0,0,0,4,0,4,0,9,0,9,0,10
8,176,4,5,5,7,7,8,9,69,8,1,0,1,3,3,2,0,1,0,0,0,4,0,5,0,9,0,9,0,10
8,177,2,2,3,3,6,8,4,?,6,3,2,3,1,1,2,0,0,0,0,0,2,1,0,0,9,0,9,0,10
8,178,0,3,5,6,8,9,1,70,3,6,2,1,1,1,4,0,0,0,0,0,4,0,2,0,9,0,9,0,10
8,179,3,3,3,4,3,9,9,?,4,4,0,5,3,0,2,0,0,0,0,0,3,0,5,0,9,0,9,0,10
8,180,0,2,2,6,8,8,4,71,4,4,4,1,0,1,4,0,0,0,1,0,7,0,4,0,9,0,9,0,10
8,181,0,4,5,4,6,7,4,72,6,3,2,1,3,1,2,0,0,0,0,0,8,0,5,0,9,0,9,0,10
8,182,1,3,3,4,4,9,8,73,3,6,2,3,3,0,2,1,0,0,0,0,5,0,5,0,9,0,9,0,10
8,183,0,0,2,5,6,9,7,?,4,4,4,1,1,1,2,0,1,0,0,0,5,0,5,0,9,0,9,0,10
8,184,1,1,6,8,8,8,5,74,8,1,4,0,1,0,7,0,0,0,0,0,6,0,2,0,9,0,9,0,10
8,185,2,4,4,5,6,8,7,34,6,3,2,3,1,1,2,0,1,0,0,0,3,0,4,0,9,0,9,0,10
8,186,2,7,7,8,8,8,8,8,6,3,2,0,1,3,4,0,0,0,0,0,7,0,6,0,9,0,9,0,10
8,187,0,0,1,2,5,7,1,?,4,4,7,1,0,3,0,0,0,0,0,0,4,0,2,0,9,0,9,0,10
8,188,4,6,7,7,8,9,1,75,1,8,0,1,1,3,4,1,0,0,0,0,1,0,1,0,9,0,9,0,10
8,189,0,4,5,6,6,6,6,76,6,3,2,1,1,5,0,0,0,0,1,0,5,0,4,0,9,0,9,0,10
8,190,0,2,2,3,6,6,3,23,3,6,2,5,0,3,0,0,0,0,0,0,3,0,4,0,9,0,9,0,10
8,191,0,4,4,4,7,8,9,?,3,6,2,1,3,1,2,0,1,0,0,0,3,0,4,0,9,0,9,0,10
8,192,1,4,5,5,4,6,4,15,6,3,2,1,5,1,0,0,0,0,0,0,3,0,3,0,9,0,9,0,10
8,193,1,5,7,7,6,8,6,?,4,4,2,0,1,5,2,0,1,0,0,0,5,0,4,0,9,0,9,0,10
8,194,2,2,2,2,2,9,8,30,1,8,4,3,1,0,2,0,0,0,0,0,2,0,3,0,9,0,9,0,10
8,195,0,5,5,7,7,9,8,77,3,6,2,0,3,3,2,0,0,0,2,0,5,0,6,0,9,0,9,0,10
8,196,0,4,8,7,8,9,3,78,3,6,2,1,0,3,4,0,0,0,0,0,5,0,6,0,9,0,9,0,10
8,197,0,1,3,7,7,7,2,?,8,1,4,1,0,3,2,0,0,0,0,0,3,0,4,0,9,0,9,0,10
8,198,6,9,9,9,9,9,6,79,8,1,0,0,1,1,9,0,2,0,0,0,3,0,3,0,9,0,9,0,10
8,199,0,2,2,4,4,9,4,?,4,4,2,3,3,0,2,0,0,0,0,0,3,0,2,0,9,0,9,0,10
8,200,0,1,3,5,4,8,6,32,8,1,4,1,3,0,2,0,2,0,0,0,3,0,3,0,9,0,9,0,10
8,201,1,2,2,3,8,9,5,39,4,4,2,5,0,0,4,0,0,0,0,0,5,0,4,0,9,0,9,0,10
8,202,2,7,7,8,8,9,3,?,4,4,2,0,1,3,4,1,0,0,0,0,5,0,5,0,9,0,9,0,10
8,203,2,4,5,6,6,9,3,80,8,1,2,1,1,3,2,0,7,0,0,1,4,1,3,2,9,1,9,2,10
8,204,0,3,3,8,9,9,5,?,4,4,2,3,0,1,4,0,0,0,0,1,3,0,4,1,9,0,9,0,10
8,205,0,0,3,6,6,9,3,?,4,4,4,1,0,3,2,0,0,0,0,0,5,0,3,0,9,0,9,0,10
8,206,0,2,2,3,4,9,1,81,4,4,2,3,3,0,2,0,0,0,0,0,5,0,3,0,9,0,9,0,10
8,207,3,3,6,7,7,7,8,15,1,8,0,3,1,5,0,0,2,0,0,0,4,0,5,0,9,0,9,0,10
8,208,2,9,8,8,8,9,8,82,6,3,0,1,0,3,7,0,0,0,0,0,7,0,4,0,9,0,9,0,10
8,209,2,8,7,7,9,9,8,?,3,6,2,0,0,5,4,0,7,0,0,1,4,1,4,1,9,1,9,2,10
8,210,2,6,5,5,8,9,4,83,4,4,0,1,5,0,4,0,0,0,0,0,4,0,3,1,9,1,9,0,10
8,211,1,4,5,6,6,7,1,41,4,4,2,1,1,5,0,0,0,0,0,0,4,0,4,0,9,0,9,0,10
8,212,4,4,4,5,8,8,2,84,6,3,0,3,3,0,4,0,0,0,0,0,5,0,3,0,9,0,9,0,10
8,213,1,1,3,4,8,9,9,?,6,3,4,1,1,0,4,0,2,0,0,0,2,0,3,0,9,0,9,0,10
8,214,2,2,2,2,5,9,3,2,3,6,2,5,0,1,2,0,0,0,0,0,3,0,3,0,9,0,9,0,10
8,215,2,3,3,3,3,9,0,85,4,4,2,3,3,0,2,0,9,1,0,5,3,4,3,4,9,4,9,5,10
8,216,1,1,4,6,8,9,4,85,4,4,4,0,1,1,4,0,2,0,0,1,3,0,3,1,9,0,9,0,10
8,217,1,4,6,8,9,9,5,?,8,1,2,1,1,0,7,0,0,0,0,0,3,0,4,0,9,0,9,0,10
8,218,0,8,8,9,9,9,6,19,3,6,2,0,0,3,7,0,4,0,0,0,5,1,3,1,9,0,9,0,10
8,219,2,3,8,7,7,9,6,?,3,6,2,1,0,5,2,0,0,0,0,0,5,0,4,0,9,0,9,0,10
8,220,2,4,4,3,4,6,7,65,4,4,0,5,3,1,0,0,0,0,0,0,3,0,4,0,9,0,9,0,10
8,221,0,2,5,5,9,9,4,?,4,4,2,1,3,0,4,5,1,0,0,3,3,2,3,3,9,3,9,4,10
8,222,0,0,0,1,1,5,2,?,4,4,7,3,0,1,0,0,0,0,0,1,2,1,2,1,9,1,9,1,10
8,223,3,6,7,7,9,9,5,61,1,8,0,1,1,3,4,0,0,0,0,0,6,0,5,0,9,0,9,0,10
8,224,0,1,1,2,3,9,6,2,6,3,4,3,1,0,2,0,0,0,0,0,3,0,3,0,9,0,9,0,10
8,225,3,3,4,4,4,6,4,86,8,1,0,3,5,1,0,3,1,1,0,2,3,2,2,2,9,2,9,2,10
8,226,0,2,2,7,6,7,6,69,4,4,2,3,0,5,0,0,1,0,0,0,4,0,5,0,9,0,9,0,10
8,227,2,3,4,4,3,6,2,?,1,8,2,3,3,1,0,0,2,0,0,0,3,0,2,0,9,0,9,0,10
8,228,0,3,7,8,8,8,5,?,8,1,2,1,0,1,7,0,0,0,0,0,4,0,4,0,9,0,9,0,10
8,229,5,5,5,7,7,8,0,26,4,4,0,1,3,3,2,0,0,0,3,1,3,1,4,1,9,1,9,2,10
8,230,0,2,4,4,7,8,1,10,1,8,4,0,3,1,2,0,0,0,0,0,4,1,2,1,9,1,9,0,10
8,231,0,5,6,6,6,8,3,10,4,4,2,0,3,3,2,0,0,0,0,0,5,0,4,0,9,0,9,0,10
8,232,5,5,5,5,7,8,9,48,4,4,0,0,7,1,2,0,0,0,0,0,5,0,6,0,9,0,9,0,10
8,233,0,1,2,4,4,9,6,81,3,6,4,1,3,0,2,0,0,0,3,1,4,1,4,2,9,1,9,2,10
8,234,0,3,2,4,6,6,7,75,6,3,2,3,1,3,0,0,0,0,0,1,3,0,4,0,9,0,9,0,10
8,235,1,7,7,9,9,9,6,87,1,8,2,0,1,1,7,0,0,0,0,0,6,0,5,0,9,0,9,0,10
8,236,0,1,3,7,7,9,4,70,3,6,4,1,0,3,2,0,0,0,0,0,7,0,3,0,9,0,9,0,10
8,237,0,0,3,2,4,5,7,88,1,8,4,3,1,1,0,0,7,0,0,2,3,1,4,2,9,1,9,2,10
8,238,0,3,3,3,2,4,5,89,4,4,2,5,3,0,0,0,0,0,0,1,3,0,3,1,9,1,9,1,10
8,239,0,1,3,3,6,9,6,?,4,4,4,1,1,1,2,0,0,0,0,0,3,0,4,0,9,0,9,0,10
8,240,0,4,6,5,7,7,1,48,6,3,2,1,3,1,2,0,0,0,0,0,5,0,4,0,9,0,9,0,10
8,241,1,6,6,5,6,9,8,?,1,8,2,0,5,1,2,0,4,0,0,0,5,0,4,1,9,0,9,0,10
8,242,0,1,1,7,8,8,6,25,4,4,7,0,0,1,4,0,0,0,0,0,4,0,4,0,9,0,9,0,10
8,243,3,7,7,7,8,9,2,69,4,4,0,1,1,3,4,0,0,0,0,0,6,0,6,0,9,0,9,0,10
8,244,1,4,4,5,6,6,4,?,4,4,2,3,1,3,0,0,0,0,2,2,3,1,4,2,9,1,9,2,10
8,245,3,6,5,5,8,8,1,?,4,4,0,1,5,0,4,0,0,0,0,0,4,0,3,1,9,1,9,0,10
8,246,1,3,6,7,9,9,8,61,4,4,2,1,1,1,4,0,0,0,0,0,3,0,4,0,9,0,9,0,10
8,247,0,9,8,8,8,9,8,?,6,3,2,0,0,3,7,0,0,0,0,0,6,0,7,0,9,0,9,0,10
8,248,0,0,2,4,3,8,5,90,4,4,4,1,3,0,2,0,7,0,0,2,2,2,2,2,9,2,9,2,10
8,249,0,4,5,6,6,8,6,83,1,8,2,1,1,3,2,0,0,0,2,0,6,0,5,0,9,0,9,0,10
8,250,3,3,5,7,8,9,0,91,3,6,0,3,1,1,4,0,0,0,0,0,5,0,5,0,9,0,9,0,10
8,251,0,2,5,9,9,9,5,?,3,6,2,1,1,0,7,0,0,0,0,0,5,0,4,0,9,0,9,0,10
8,252,2,3,3,7,8,9,2,?,3,6,2,3,0,1,4,0,0,0,0,0,7,0,5,0,9,0,9,0,10
8,253,2,4,6,6,6,9,9,52,4,4,2,1,1,3,2,0,3,0,0,1,3,0,3,1,9,0,9,0,10
8,254,2,2,5,5,8,8,8,?,6,3,4,0,3,0,4,0,0,0,0,0,5,0,4,0,9,0,9,0,10
8,255,3,5,5,6,9,9,5,?,4,4,0,1,3,1,4,0,0,0,0,0,7,0,6,0,9,0,9,0,10
8,256,2,4,6,6,6,7,6,?,4,4,2,1,1,5,0,0,0,0,0,0,3,0,4,0,9,0,9,0,10
8,257,1,2,6,6,8,8,9,92,4,4,4,0,1,1,4,0,3,0,0,0,4,0,6,0,9,0,9,0,10
8,258,2,4,5,7,8,9,5,?,4,4,2,1,1,1,4,0,0,0,0,0,5,0,4,0,9,0,9,0,10
8,259,4,4,5,8,9,9,7,93,4,4,0,3,1,0,7,0,0,0,0,0,6,0,3,0,9,0,9,0,10
8,260,0,0,3,3,5,8,9,40,4,4,4,3,0,1,2,0,0,0,0,0,2,0,4,0,9,0,9,0,10
8,261,1,5,7,8,9,9,9,26,4,4,2,0,1,3,4,1,0,0,0,0,3,0,6,0,9,0,9,0,10
8,262,1,4,4,8,8,9,7,?,3,6,2,1,1,1,4,0,0,0,2,1,4,1,3,2,9,1,9,2,10
8,263,0,3,5,5,4,6,6,?,4,4,2,1,5,1,0,0,0,0,0,0,4,0,4,0,9,0,9,0,10
8,264,0,1,3,3,3,8,6,?,3,6,4,3,1,0,2,0,0,0,0,1,2,0,2,1,9,0,9,0,10
8,265,0,2,5,5,7,8,0,?,6,3,2,1,3,1,2,0,0,0,0,0,7,0,3,0,9,0,9,0,10
8,266,9,8,8,7,8,9,3,75,4,4,0,0,0,7,4,1,0,0,0,0,5,0,6,0,9,0,9,0,10
8,267,0,0,0,3,4,5,8,76,4,4,7,0,3,1,0,0,0,0,0,0,3,0,5,0,9,0,9,0,10
8,268,0,3,3,3,2,3,3,?,3,6,2,5,3,0,0,0,4,0,0,1,3,1,3,1,9,1,9,1,10
8,269,0,1,4,5,5,9,8,?,3,6,4,0,3,1,2,0,0,0,0,0,3,0,4,0,9,0,9,0,10
8,270,0,2,5,6,6,8,6,76,1,8,4,0,1,3,2,0,0,0,0,0,4,0,4,0,9,0,9,0,10
8,271,0,0,6,5,5,5,8,48,6,3,4,0,3,3,0,0,0,0,0,0,3,0,3,0,9,0,9,0,10
8,272,1,5,6,6,8,9,0,?,6,3,2,0,3,1,4,2,1,0,0,1,3,0,3,1,9,0,9,0,10
8,273,3,4,5,5,5,8,1,?,3,6,0,3,3,1,2,0,0,0,0,0,4,0,3,0,9,0,9,0,10
8,274,0,3,6,7,6,8,4,34,4,4,2,1,1,3,2,0,0,0,0,0,7,0,5,0,9,0,9,0,10
8,275,1,2,6,9,9,9,3,?,4,4,2,1,1,0,7,1,3,0,0,1,4,1,4,2,9,1,9,2,10
8,276,2,2,4,4,3,4,9,52,6,3,2,1,7,0,0,0,0,0,0,1,2,1,3,1,9,1,9,1,10
8,277,1,1,4,6,6,8,5,32,6,3,4,0,1,3,2,0,0,0,0,0,5,0,3,0,9,0,9,0,10
8,278,1,1,5,5,7,9,2,?,4,4,4,0,3,1,2,0,0,0,0,0,4,0,2,0,9,0,9,0,10
8,279,0,0,5,7,8,9,5,94,6,3,4,0,1,1,4,0,3,0,0,0,4,0,4,0,9,0,9,0,10
8,280,2,4,5,6,8,9,4,95,4,4,2,1,1,1,4,0,0,0,0,0,5,0,3,0,9,0,9,0,10
8,281,2,4,5,4,4,5,1,96,4,4,2,1,5,1,0,0,0,0,0,0,3,0,2,0,9,0,9,0,10
8,282,1,4,6,7,7,8,1,?,3,6,2,1,1,3,2,0,2,0,0,0,3,0,5,0,9,0,9,0,10
8,283,0,0,1,1,2,7,4,8,4,4,7,1,1,1,0,0,0,0,0,0,4,0,3,0,9,0,9,0,10
8,284,2,2,2,2,1,9,0,?,6,3,2,7,0,0,2,0,0,0,0,0,2,0,2,0,9,0,9,0,10
7,285,5,6,6,6,5,6,0,?,3,6,0,0,5,5,0,0,2,0,0,0,3,0,5,0,9,0,9,0,10
7,286,0,0,2,3,4,4,6,97,4,4,4,3,3,0,0,0,0,0,0,0,1,1,0,1,9,0,9,0,10
7,287,0,2,4,5,5,8,0,98,3,6,2,1,3,1,2,0,0,0,1,1,4,2,2,2,9,2,9,2,10
7,288,1,1,3,3,2,5,6,99,6,3,4,1,3,1,0,0,0,0,0,1,2,0,3,1,9,0,9,1,10
7,289,3,4,4,6,5,9,7,82,1,8,0,3,1,3,2,0,0,0,0,0,4,0,4,0,9,0,9,0,10
7,290,1,4,5,9,9,9,1,32,3,6,2,1,1,0,7,0,0,0,0,0,4,0,4,0,9,0,9,0,10
7,291,1,1,1,2,7,8,5,?,8,1,7,1,0,1,2,2,1,0,0,1,2,1,1,1,9,1,9,1,10
7,292,0,0,3,3,3,4,0,?,8,1,4,1,3,1,0,0,0,0,0,1,2,1,0,1,9,1,9,0,10
7,293,1,2,1,2,3,9,0,100,4,4,4,3,1,0,2,0,0,0,0,0,3,0,1,0,9,0,9,0,10
7,294,1,1,2,4,5,7,3,?,4,4,4,1,1,1,2,0,2,0,0,0,3,0,2,0,9,0,9,0,10
7,295,2,3,5,7,8,9,2,8,4,4,2,1,1,1,4,0,0,0,0,0,4,0,5,0,9,0,9,0,10
7,296,0,2,5,6,7,9,3,?,3,6,4,0,1,3,2,0,4,0,0,0,4,1,3,1,9,1,9,0,10
7,297,0,1,2,2,5,6,7,?,4,4,4,3,0,3,0,0,0,0,0,0,3,0,3,0,9,0,9,0,10
7,298,3,3,3,4,3,8,2,?,4,4,0,5,3,0,2,0,0,0,0,0,4,0,3,0,9,0,9,0,10
7,299,1,3,6,6,9,9,8,61,6,3,2,1,1,1,4,1,1,0,0,0,3,0,3,0,9,0,9,0,10
7,300,2,4,5,6,6,9,6,61,6,3,2,1,1,3,2,0,0,0,0,0,5,0,5,0,9,0,9,0,10
7,301,1,2,2,2,4,9,0,?,8,1,2,5,1,0,2,0,0,0,1,1,4,2,2,2,9,2,9,2,10
7,302,2,4,4,4,4,9,7,23,4,4,2,3,3,0,2,0,0,0,0,1,3,0,4,1,9,1,9,1,10
7,303,0,4,4,3,5,7,5,?,6,3,2,3,1,3,0,0,0,0,0,0,4,0,3,0,9,0,9,0,10
7,304,1,2,4,5,5,6,0,?,3,6,2,1,3,3,0,0,0,0,0,0,3,0,2,0,9,0,9,0,10
7,305,0,3,4,4,4,8,8,83,3,6,2,3,3,0,2,1,3,0,0,2,3,1,4,2,9,1,9,2,10
7,306,1,3,4,4,6,6,2,24,4,4,2,1,3,3,0,0,0,0,0,1,3,0,4,1,9,1,9,1,10
7,307,0,0,2,1,0,4,7,101,6,3,4,5,0,1,0,0,0,0,0,1,1,0,3,1,9,0,9,0,10
7,308,0,0,1,2,8,9,4,102,6,3,7,1,0,0,4,0,0,0,0,0,4,0,3,0,9,0,9,0,10
7,309,0,0,3,3,3,9,8,?,4,4,4,1,3,0,2,0,4,0,1,1,3,0,4,1,9,0,9,1,10
7,310,1,5,5,5,6,9,6,?,4,4,2,0,5,1,2,0,0,0,0,0,5,0,6,0,9,0,9,0,10
7,311,0,0,2,5,8,8,6,28,8,1,4,1,1,0,4,0,0,0,0,0,5,0,5,0,9,0,9,0,10
7,312,0,1,0,2,7,7,2,3,4,4,7,1,0,3,0,3,1,0,0,1,3,1,2,1,9,1,9,1,10
7,313,5,6,5,8,8,9,1,36,4,4,0,1,3,1,4,0,0,0,0,0,5,0,5,0,9,0,9,0,10
7,314,2,2,5,5,7,8,1,?,3,6,2,1,3,1,2,0,0,0,0,0,3,0,2,0,9,0,9,0,10
7,315,1,1,2,2,6,7,4,?,3,6,4,3,0,3,0,1,5,1,0,4,4,5,2,5,9,5,9,6,10
7,316,7,6,6,6,9,9,4,?,6,3,0,0,5,1,4,0,0,0,0,0,6,0,4,0,9,0,9,0,10
7,317,0,2,2,3,3,5,6,8,0,9,4,3,1,1,0,1,0,0,0,1,1,0,3,1,9,0,9,0,10
7,318,2,2,2,6,7,7,8,52,6,3,4,1,0,5,0,0,1,0,0,0,4,0,4,0,9,0,9,0,10
7,319,1,1,1,1,6,9,6,?,9,0,7,1,0,1,2,1,1,0,0,1,2,0,3,1,9,0,9,1,10
7,320,1,3,4,5,9,9,6,?,4,4,2,1,3,0,4,0,0,0,0,0,4,0,6,0,9,0,9,0,10
7,321,1,2,3,2,2,3,1,65,6,3,2,5,3,0,0,0,4,1,0,2,2,3,1,2,9,2,9,3,10
7,322,1,2,3,6,6,6,9,?,6,3,2,3,0,5,0,0,2,0,0,0,3,0,3,1,9,0,9,0,10
7,323,0,0,3,6,8,8,6,?,3,6,4,1,0,1,4,0,0,0,0,0,6,0,4,0,9,0,9,0,10
7,324,1,9,9,9,9,9,4,?,4,4,2,0,0,3,7,0,2,0,0,0,6,0,5,0,9,0,9,0,10
7,325,1,2,4,5,8,9,2,8,1,8,4,0,3,0,4,0,0,0,0,0,4,0,5,0,9,0,9,0,10
7,326,2,3,4,5,6,7,8,24,4,4,2,1,3,3,0,0,7,0,0,2,4,1,4,2,9,1,9,2,10
7,327,0,0,2,2,8,9,9,103,6,3,4,3,0,0,4,0,0,0,0,1,5,1,4,1,9,1,9,2,10
7,328,0,0,8,8,8,8,7,?,4,4,4,0,0,3,4,0,1,0,0,0,3,0,5,0,9,0,9,0,10
7,329,3,5,5,7,7,9,6,?,3,6,0,1,3,3,2,0,8,0,0,1,4,2,3,2,9,1,9,2,10
7,330,2,3,3,5,8,9,1,?,4,4,2,3,1,0,4,0,0,0,0,1,2,1,2,1,9,1,9,1,10
7,331,2,4,4,5,6,9,4,?,4,4,2,3,1,1,2,0,0,0,0,0,4,0,4,0,9,0,9,0,10
7,332,0,0,2,2,4,7,6,104,8,1,4,3,1,1,0,0,0,0,0,0,4,0,2,0,9,0,9,0,10
7,333,1,2,2,5,5,7,9,73,6,3,2,3,1,3,0,0,3,0,0,1,3,0,4,1,9,0,9,0,10
7,334,4,3,6,6,8,9,9,?,1,8,0,3,1,1,4,0,0,0,0,0,4,0,4,0,9,0,9,0,10
7,335,0,2,3,4,7,9,1,?,6,3,2,3,1,1,2,0,0,0,0,0,2,0,2,0,9,0,9,0,10
7,336,0,2,2,4,7,8,9,?,1,8,4,1,1,1,2,0,2,0,0,0,3,0,4,0,9,0,9,0,10
7,337,1,1,3,2,3,9,3,43,6,3,4,3,1,0,2,0,0,0,0,0,2,0,1,0,9,0,9,0,10
7,338,1,1,0,5,6,6,4,?,6,3,7,0,1,3,0,0,0,0,0,0,3,0,2,0,9,0,9,0,10
7,339,0,2,3,4,7,8,0,?,4,4,2,3,1,1,2,0,2,0,0,0,3,0,2,0,9,0,9,0,10
7,340,4,5,6,6,7,9,6,?,1,8,0,1,3,3,2,0,0,0,0,0,5,0,5,0,9,0,9,0,10
7,341,2,4,4,3,4,4,6,?,6,3,0,5,5,0,0,0,2,0,0,1,1,0,2,1,9,0,9,0,10
7,342,0,1,2,7,9,9,0,69,1,8,4,1,0,1,4,0,0,0,0,0,6,0,5,0,9,0,9,0,10
7,343,5,6,5,7,7,8,3,98,6,3,0,0,5,3,2,0,0,0,0,0,5,0,4,0,9,0,9,0,10
7,344,0,2,4,6,8,9,6,?,4,4,2,1,1,1,4,0,0,0,0,0,3,0,3,0,9,0,9,0,10
7,345,2,3,3,4,4,6,9,105,1,8,2,3,3,1,0,0,4,0,0,1,2,0,3,1,9,0,9,1,10
7,346,0,1,2,5,8,9,5,16,4,4,4,1,1,0,4,0,0,0,0,0,4,0,4,0,9,0,9,0,10
7,347,1,6,6,8,8,9,2,106,3,6,2,0,3,0,7,0,0,0,0,0,7,0,6,0,9,0,9,0,10
7,348,0,1,1,3,4,4,6,?,1,8,7,1,1,1,0,1,0,0,0,1,0,0,1,0,9,0,9,0,10
7,349,1,1,2,2,6,9,6,30,6,3,4,3,0,1,2,1,3,0,0,2,3,1,3,2,9,2,9,2,10
7,350,1,5,5,8,8,9,0,107,3,6,2,0,3,1,4,0,0,0,0,0,4,0,4,0,9,0,9,0,10
7,351,1,3,3,6,9,9,9,30,4,4,2,3,0,1,4,0,0,0,0,0,6,0,4,0,9,0,9,0,10
7,352,0,0,5,6,6,9,3,108,3,6,4,0,1,3,2,0,0,0,0,0,6,0,5,0,9,0,9,0,10
7,353,0,3,3,4,4,9,7,93,3,6,2,3,3,0,2,0,2,0,0,0,4,0,4,0,9,0,9,0,10
7,354,4,4,4,8,8,9,0,35,8,1,0,3,1,1,4,0,0,0,0,0,6,0,5,0,9,0,9,0,10
7,355,1,2,4,6,6,8,8,109,4,4,2,1,1,3,2,1,0,0,0,0,4,0,5,0,9,0,9,0,10
7,356,2,3,4,4,5,7,8,?,4,4,0,3,3,3,0,0,2,0,0,0,2,0,3,0,9,0,9,0,10
7,357,0,6,6,6,8,8,3,96,6,3,2,0,3,1,4,0,0,0,0,0,7,0,4,0,9,0,9,0,10
7,358,1,1,3,4,4,9,6,?,4,4,4,1,3,0,2,0,0,0,1,2,3,1,3,2,9,1,9,2,10
7,359,1,2,3,5,5,6,4,?,1,8,2,3,1,3,0,0,0,0,0,1,2,0,3,1,9,0,9,1,10
7,360,4,5,4,4,3,3,0,70,4,4,0,1,9,0,0,0,0,0,0,1,1,0,3,0,9,0,9,0,10
7,361,1,3,3,8,8,9,6,110,1,8,2,3,0,1,4,0,0,0,0,0,7,0,6,0,9,0,9,0,10
7,362,0,1,1,2,7,8,3,111,4,4,7,1,0,1,2,0,0,0,0,0,5,0,2,0,9,0,9,0,10
7,363,0,3,3,3,3,4,9,?,4,4,2,5,3,0,0,0,2,0,0,0,2,0,4,0,9,0,9,0,10
7,364,0,0,2,2,7,7,0,26,4,4,4,3,0,3,0,0,0,0,0,0,3,0,3,0,9,0,9,0,10
7,365,0,1,5,5,5,7,9,96,8,1,4,0,3,3,0,1,1,0,0,0,5,0,5,0,9,0,9,0,10
7,366,1,1,3,4,3,4,7,?,3,6,4,1,5,0,0,0,0,0,0,0,2,0,3,0,9,0,9,0,10
7,367,0,0,4,5,7,7,3,?,6,3,4,0,3,1,2,1,1,0,0,0,3,0,3,0,9,0,9,0,10
7,368,2,2,5,7,7,8,0,112,3,6,4,0,1,3,2,0,0,0,0,0,4,0,4,0,9,0,9,0,10
